,A,Length
7238,authorism,9.0
7239,authoritative,13.0
7240,authorities,11.0
7241,authority,9.0
7242,authorizable,12.0
7243,authorization,13.0
7244,authorized,10.0
7245,authorizing,11.0
7246,authorize,9.0
7247,authorizer,10.0
7248,authorless,10.0
7249,authorly,8.0
7250,authorship,10.0
7251,authotype,9.0
7252,autobiographer,14.0
7253,autobiographic,14.0
7254,autobiographical,16.0
7255,autobiographist,15.0
7256,autobiographies,15.0
7257,autobiography,13.0
7258,autocarpous,11.0
7259,autocarpian,11.0
7260,autocephalous,13.0
7261,autochronograph,15.0
7262,authochthons,12.0
7263,autochthones,12.0
7264,autochthon,10.0
7265,autochthonal,12.0
7266,authochthonic,13.0
7267,autochthonous,13.0
7268,autochthonism,13.0
7269,autochthony,11.0
7270,autoclave,9.0
7271,autocracies,11.0
7272,autocracy,9.0
7273,autocrat,8.0
7274,autocratic,10.0
7275,autocratical,12.0
7276,autocrator,10.0
7277,autocratorical,14.0
7278,autocratrix,11.0
7279,autocratship,12.0
7280,autodidact,10.0
7281,autodynamic,11.0
7282,autofecundation,15.0
7283,autogamous,10.0
7284,autogamy,8.0
7285,autogeneal,10.0
7286,autogenesis,11.0
7287,autogenetic,11.0
7288,autogenous,10.0
7289,autogenously,12.0
7290,autograph,9.0
7291,autographal,11.0
7292,autographic,11.0
7293,autographical,13.0
7294,autography,10.0
7295,autolatry,9.0
7296,automath,8.0
7297,automatic,9.0
7298,automatical,11.0
7299,automatically,13.0
7300,automatism,10.0
7301,automata,8.0
7302,automatons,10.0
7303,automaton,9.0
7304,automatous,10.0
7305,automorphic,11.0
7306,automorphism,12.0
7307,autonomasy,10.0
7308,autonomic,9.0
7309,autoomist,9.0
7310,autonomous,10.0
7311,autonomy,8.0
7312,autophagi,9.0
7313,autophoby,9.0
7314,autophony,9.0
7315,autoplastic,11.0
7316,autoplasty,10.0
7317,autopsic,8.0
7318,autopsical,10.0
7319,autopsorin,10.0
7320,autopsy,7.0
7321,autoptic,8.0
7322,autoptical,10.0
7323,autoptically,12.0
7324,autoschediastic,15.0
7325,autoschediastical,17.0
7326,autostylic,10.0
7327,autotheism,10.0
7328,autotheist,10.0
7329,autotype,8.0
7330,autotypography,14.0
7331,autotypy,8.0
7332,autumn,6.0
7333,autumnal,8.0
7334,auxanometer,11.0
7335,auxesis,7.0
7336,auxetic,7.0
7337,auxiliar,8.0
7338,auxiliarly,10.0
7339,auxiliary,9.0
7340,auxiliaries,11.0
7341,auxiliatory,11.0
7342,ava,3.0
7343,avadavat,8.0
7344,availed,7.0
7345,availing,8.0
7346,avail,5.0
7347,availabilities,14.0
7348,availability,12.0
7349,available,9.0
7350,availableness,13.0
7351,avaiably,8.0
7352,availment,9.0
7353,avalanche,9.0
7354,avale,5.0
7355,avant,5.0
7356,avarice,7.0
7357,avaricious,10.0
7358,avarous,7.0
7359,avast,5.0
7360,avatar,6.0
7361,avaunce,7.0
7362,avaunt,6.0
7363,avauntour,9.0
7364,ave,3.0
7365,avel,4.0
7366,avellane,8.0
7367,avena,5.0
7368,avenaceous,10.0
7369,avenage,7.0
7370,avener,6.0
7371,avenged,7.0
7372,avenging,8.0
7373,avenge,6.0
7374,avengeance,10.0
7375,avengeful,9.0
7376,avengement,10.0
7377,avenger,7.0
7378,avengeress,10.0
7379,avenious,8.0
7380,avenor,6.0
7381,avens,5.0
7382,aventail,8.0
7383,aventine,8.0
7384,aventre,7.0
7385,aventure,8.0
7386,aventurine,10.0
7387,avenue,6.0
7388,aver,4.0
7389,averred,7.0
7390,averring,8.0
7391,average,7.0
7392,averaged,8.0
7393,averaging,9.0
7394,avercorn,8.0
7395,averment,8.0
7396,avernal,7.0
7397,avernian,8.0
7398,averpenny,9.0
7399,averroism,9.0
7400,averroist,9.0
7401,averruncate,11.0
7402,averruncation,13.0
7403,averruncator,12.0
7404,aversation,10.0
7405,averse,6.0
7406,aversely,8.0
7407,averseness,10.0
7408,aversion,8.0
7409,averted,7.0
7410,averting,8.0
7411,avert,5.0
7412,averter,7.0
7413,avertible,9.0
7414,avertiment,10.0
7415,aves,4.0
7416,avesta,6.0
7417,avian,5.0
7418,aviaries,8.0
7419,aviary,6.0
7420,aviation,8.0
7421,aviator,7.0
7422,avicula,7.0
7423,avicular,8.0
7424,avicularia,10.0
7425,aviculture,10.0
7426,avid,4.0
7427,avidious,8.0
7428,avidiously,10.0
7429,avidity,7.0
7430,avie,4.0
7431,avifauna,8.0
7432,avigato,7.0
7433,avile,5.0
7434,avis,4.0
7435,avise,5.0
7436,aviseful,8.0
7437,avisely,7.0
7438,avisement,9.0
7439,avision,7.0
7440,aviso,5.0
7441,avocado,7.0
7442,avocat,6.0
7443,avocate,7.0
7444,avocation,9.0
7445,avocative,9.0
7446,avocet,6.0
7447,avoset,6.0
7448,avoided,7.0
7449,avoiding,8.0
7450,avoid,5.0
7451,avoidable,9.0
7452,avoidance,9.0
7453,avoider,7.0
7454,avoidless,9.0
7455,avoirdupois,11.0
7456,avoke,5.0
7457,avolate,7.0
7458,avolation,9.0
7459,avouched,8.0
7460,avouching,9.0
7461,avouch,6.0
7462,avouchable,10.0
7463,avoucher,8.0
7464,avouchment,10.0
7465,avoutrer,8.0
7466,avoutrie,8.0
7467,avowed,6.0
7468,avowing,7.0
7469,avow,4.0
7470,avowable,8.0
7471,avowal,6.0
7472,avowance,8.0
7473,avowant,7.0
7474,avowee,6.0
7475,avower,6.0
7476,avowry,6.0
7477,avowtry,7.0
7478,avoyer,6.0
7479,avulse,6.0
7480,avulsion,8.0
7481,avuncular,9.0
7482,awaited,7.0
7483,awaiting,8.0
7484,await,5.0
7485,awoke,5.0
7486,awaked,6.0
7487,awaken,6.0
7488,awoken,6.0
7489,awaking,7.0
7490,awake,5.0
7491,awakened,8.0
7492,awakening,9.0
7493,awakener,8.0
7494,awakenment,10.0
7495,awanting,8.0
7496,awarded,7.0
7497,awarding,8.0
7498,award,5.0
7499,awarder,7.0
7500,aware,5.0
7501,awarn,5.0
7502,awash,5.0
7503,away,4.0
7504,awayward,8.0
7505,awe,3.0
7506,awed,4.0
7507,awing,5.0
7508,awearied,8.0
7509,aweary,6.0
7510,aweather,8.0
7511,aweigh,6.0
7512,aweless,7.0
7513,awesome,7.0
7514,awesomeness,11.0
7515,awful,5.0
7516,awfully,7.0
7517,awfulness,9.0
7518,awhape,6.0
7519,awhile,6.0
7520,awk,3.0
7521,awkly,5.0
7522,awkward,7.0
7523,awl,3.0
7524,awless,6.0
7525,awlessness,10.0
7526,awlwort,7.0
7527,awm,3.0
7528,awn,3.0
7529,awned,5.0
7530,awning,6.0
7531,awninged,8.0
7532,awnless,7.0
7533,awny,4.0
7534,awork,5.0
7535,aworking,8.0
7536,awreak,6.0
7537,awreke,6.0
7538,awrong,6.0
7539,awry,4.0
7540,awsome,6.0
7541,ax,2.0
7542,axe,3.0
7543,axal,4.0
7544,axeman,6.0
7545,axial,5.0
7546,axially,7.0
7547,axil,4.0
7548,axile,5.0
7549,axillae,7.0
7550,axilla,6.0
7551,axillar,7.0
7552,axillaries,10.0
7553,axillars,8.0
7554,axillary,8.0
7555,axinite,7.0
7556,axinomancy,10.0
7557,axiom,5.0
7558,axiomatic,9.0
7559,axiomatical,11.0
7560,axiomatically,13.0
7561,axis,4.0
7562,axes,4.0
7563,axle,4.0
7564,axled,5.0
7565,axletree,8.0
7566,axmen,5.0
7567,axman,5.0
7568,axminster,9.0
7569,axolotl,7.0
7570,axstone,7.0
7571,axtree,6.0
7572,axunge,6.0
7573,ay,2.0
7574,ayah,4.0
7575,aye,3.0
7576,ayegreen,8.0
7577,ayen,4.0
7578,ayein,5.0
7579,ayeins,6.0
7580,ayenward,8.0
7581,ayle,4.0
7582,ayme,4.0
7583,ayond,5.0
7584,ayont,5.0
7585,ayrie,5.0
7586,ayry,4.0
7587,ayrshire,8.0
7588,ayuntamiento,12.0
7589,azaleas,7.0
7590,azalea,6.0
7591,azarole,7.0
7592,azedarach,9.0
7593,azimuth,7.0
7594,azimuthal,9.0
7595,azobenzene,10.0
7596,azoic,5.0
7597,azoleic,7.0
7598,azonic,6.0
7599,azorian,7.0
7600,azote,5.0
7601,azoth,5.0
7602,azotic,6.0
7603,azotite,7.0
7604,azotized,8.0
7605,azotizing,9.0
7606,azotize,7.0
7607,azotometer,10.0
7608,azotous,7.0
7609,aztec,5.0
7610,azure,5.0
7611,azured,6.0
7612,azureous,8.0
7613,azurine,7.0
7614,azurite,7.0
7615,azurn,5.0
7616,azygous,7.0
7617,azym,4.0
7618,azyme,5.0
7619,azymic,6.0
7620,azymite,7.0
