,C,Length
8889,criticiser,10
8890,criticism,9
8891,critique,8
8892,crizzel,7
8893,croaked,7
8894,croaking,8
8895,croak,5
8896,croaker,7
8897,croat,5
8898,croatian,8
8899,crocein,7
8900,croceous,8
8901,crocetin,8
8902,croche,6
8903,crochet,7
8904,crocheted,9
8905,crocheting,10
8906,crociary,8
8907,crocidolite,11
8908,crocin,6
8909,crock,5
8910,crocked,7
8911,crocking,8
8912,crocker,7
8913,crockery,8
8914,crocket,7
8915,crocketed,9
8916,crocketing,10
8917,crocky,6
8918,crocodile,9
8919,crocodilia,10
8920,crocodilian,11
8921,crocodility,11
8922,crocoisite,10
8923,crocoite,8
8924,croconate,9
8925,croconic,8
8926,crocose,7
8927,crocus,6
8928,croesus,7
8929,croft,5
8930,crofter,7
8931,crefting,8
8932,croftland,9
8933,crois,5
8934,croisade,8
8935,croisado,8
8936,croise,6
8937,croissante,10
8938,croker,6
8939,croma,5
8940,cromlech,8
8941,cromorna,8
8942,crone,5
8943,cronel,6
8944,cronet,6
8945,cronian,7
8946,cronstedtite,12
8947,cronies,7
8948,crony,5
8949,croodle,7
8950,crook,5
8951,crooked,7
8952,crooking,8
8953,crookback,9
8954,crookack,8
8955,crookbill,9
8956,crookedly,9
8957,crookedness,11
8958,crooken,7
8959,croon,5
8960,crooned,7
8961,crooning,8
8962,crop,4
8963,cropped,7
8964,cropping,8
8965,cropful,7
8966,cropper,7
8967,cropsick,8
8968,croquet,7
8969,croqueted,9
8970,croqueting,10
8971,crore,5
8972,crosier,7
8973,crosiered,9
8974,croslet,7
8975,cross,5
8976,crossed,7
8977,crossing,8
8978,crossbar,8
8979,crossbarred,11
8980,crossbeak,9
8981,crossbeam,9
8982,crossbill,9
8983,crossbite,9
8984,crossbones,10
8985,crossbow,8
8986,crossbower,10
8987,crossbowman,11
8988,crossbred,9
8989,crossbreed,10
8990,crosscut,8
8991,crossette,9
8992,crossfish,9
8993,crossflow,9
8994,crossgrained,12
8995,crossnath,9
8996,crosshatching,13
8997,crosshead,9
8998,crossjack,9
8999,crosslegged,11
9000,crosslet,8
9001,crossly,7
9002,crossness,9
9003,crossopterygian,15
9004,crossopterygii,14
9005,crosspatch,10
9006,crosspiece,10
9007,crossroad,9
9008,crossrow,8
9009,crossruff,9
9010,crosstrees,10
9011,crossway,8
9012,crosswise,9
9013,crosswort,9
9014,crotalaria,10
9015,crotaline,9
9016,crotalo,7
9017,crotalum,8
9018,crotalus,8
9019,crotaphite,10
9020,crotaphitic,11
9021,crotches,8
9022,crotch,6
9023,crotched,8
9024,crotchet,8
9025,crotcheted,10
9026,crotchetiness,13
9027,crotchety,9
9028,croton,6
9029,crotonic,8
9030,crotonine,9
9031,crotonylene,11
9032,crottles,8
9033,crouched,8
9034,crouching,9
9035,crouch,6
9036,croud,5
9037,crouke,6
9038,croup,5
9039,croupade,8
9040,croupal,7
9041,crouper,7
9042,croupier,8
9043,croupous,8
9044,croupy,6
9045,crouse,6
9046,croustade,9
9047,crout,5
9048,crouton,7
9049,crowed,6
9050,crown,5
9051,crowing,7
9052,crow,4
9053,crowbar,7
9054,crowberry,9
9055,crowded,7
9056,crowding,8
9057,crowd,5
9058,crowder,7
9059,crowdy,6
9060,crowflower,10
9061,crowfoot,8
9062,crowkeeper,10
9063,crowned,7
9064,crowning,8
9065,crowner,7
9066,crownet,7
9067,crownless,9
9068,crownlet,8
9069,crownpiece,10
9070,crownwork,9
9071,crows,5
9072,crowstep,8
9073,crowstone,9
9074,crowth,6
9075,crowtoe,7
9076,croylstone,10
9077,croys,5
9078,croze,5
9079,crozier,7
9080,croziered,9
9081,crucial,7
9082,cruciate,8
9083,cruciation,10
9084,crucible,8
9085,crucifer,8
9086,cruciferous,11
9087,crucifier,9
9088,crucifixes,10
9089,crucifix,8
9090,crucifixion,11
9091,cruciform,9
9092,crucified,9
9093,crucifying,10
9094,crucify,7
9095,crucigerous,11
9096,crud,4
9097,cruddle,7
9098,crude,5
9099,crudely,7
9100,crudeness,9
9101,crudities,9
9102,crudity,7
9103,crudle,6
9104,crudy,5
9105,cruel,5
9106,cruelly,7
9107,cruelness,9
9108,cruels,6
9109,cruelties,9
9110,cruelty,7
9111,cruentate,9
9112,cruentous,9
9113,cruet,5
9114,cruise,6
9115,cruised,7
9116,cruising,8
9117,cruiser,7
9118,cruive,6
9119,crull,5
9120,cruller,7
9121,crumb,5
9122,crumbed,7
9123,crumbing,8
9124,crumbcloth,10
9125,crumbled,8
9126,crumbling,9
9127,crumble,7
9128,crumbly,7
9129,crumenal,8
9130,crummable,9
9131,crummy,6
9132,crump,5
9133,crumpet,7
9134,crumpled,8
9135,crumpling,9
9136,crumple,7
9137,crumpy,6
9138,crunched,8
9139,crunching,9
9140,crunch,6
9141,crunk,5
9142,crunkle,7
9143,crunodal,8
9144,crunode,7
9145,cruor,5
9146,cruorin,7
9147,crup,4
9148,crupper,7
9149,crura,5
9150,crural,6
9151,crus,4
9152,crusade,7
9153,crusaded,8
9154,crusading,9
9155,crusader,8
9156,crusado,7
9157,cruse,5
9158,cruset,6
9159,crushed,7
9160,crushing,8
9161,crush,5
9162,crusher,7
9163,crust,5
9164,crusted,7
9165,crusting,8
9166,crusta,6
9167,crustacea,9
9168,crustacean,10
9169,crustaceological,16
9170,crustaceologist,15
9171,crustaceology,13
9172,crustaceous,11
9173,crustaceousness,15
9174,crustal,7
9175,crustalogical,13
9176,crustalogist,12
9177,crustalogy,10
9178,crustated,9
9179,crustation,10
9180,crustific,9
9181,crustily,8
9182,crustiness,10
9183,crusty,6
9184,crut,4
9185,crutches,8
9186,crutch,6
9187,crutched,8
9188,cruth,5
9189,cruxes,6
9190,cruces,6
9191,crux,4
9192,cruzado,7
9193,crwth,5
9194,crying,6
9195,cry,3
9196,cries,5
9197,cryal,5
9198,cryer,5
9199,cryohydrate,11
9200,cryolite,8
9201,cryophorus,10
9202,crypt,5
9203,cryptal,7
9204,cryptic,7
9205,cryptical,9
9206,cryptically,11
9207,cryptidine,10
9208,cryptobranchiata,16
9209,cryptobranchiate,16
9210,cryptocrystalline,17
9211,cryptogam,9
9212,cryptogamiae,12
9213,cryptogamia,11
9214,cryptogamian,12
9215,cryptogamic,11
9216,cryptogamous,12
9217,cryptogamist,12
9218,cryptogram,10
9219,cryptograph,11
9220,cryptographal,13
9221,cryptographer,13
9222,cryptographic,13
9223,cryptographical,15
9224,cryptographist,14
9225,cryptography,12
9226,cryptology,10
9227,cryptonym,9
9228,cryptopine,10
9229,crypturi,8
9230,crystal,7
9231,crystallin,10
9232,crystalline,11
9233,crystallite,11
9234,crystallizable,14
9235,crystallization,15
9236,crystallized,12
9237,crystallizing,13
9238,crystallize,11
9239,crystallogenic,14
9240,crystallogenical,16
9241,crystallogeny,13
9242,crystallographer,16
9243,crystallographic,16
9244,crystallographical,18
9245,crystallographically,20
9246,crystallography,15
9247,crystalloid,11
9248,cristallology,13
9249,crystallomancy,14
9250,crystallometry,14
9251,crystallurgy,12
9252,ctenocyst,9
9253,ctenoid,7
9254,ctenoidean,10
9255,ctenoidei,9
9256,ctenophora,10
9257,ctenophore,10
9258,ctenophoric,11
9259,ctenophorous,12
9260,ctenostomata,12
9261,cub,3
9262,cubbed,6
9263,cubbing,7
9264,cuban,5
9265,cubation,8
9266,cubatory,8
9267,cubature,8
9268,cubby,5
9269,cubbyhole,9
9270,cubdrawn,8
9271,cube,4
9272,cubed,5
9273,cubing,6
9274,cubeb,5
9275,cubebic,7
9276,cubhood,7
9277,cubic,5
9278,cubical,7
9279,cubically,9
9280,cubicalness,11
9281,cubicle,7
9282,cubicular,9
9283,cubiform,8
9284,cubile,6
9285,cubilose,8
9286,cubit,5
9287,cubital,7
9288,cubited,7
9289,cubless,7
9290,cuboid,6
9291,cuboidal,8
9292,cuca,4
9293,cuckold,7
9294,cuckolded,9
9295,cuckolding,10
9296,cuckoldize,10
9297,cuckoldly,9
9298,cuckoldom,9
9299,cuckoldry,9
9300,cuckoo,6
9301,cuckoobud,9
9302,cuckooflower,12
9303,cuckoopint,10
9304,cucquean,8
9305,cucujo,6
9306,cucullate,9
9307,cucullated,10
9308,cuculoid,8
9309,cucumber,8
9310,cucumiform,10
9311,cucumis,7
9312,cucurbit,8
9313,cucurbite,9
9314,cucurbitaceous,14
9315,cucurbitive,11
9316,cud,3
9317,cudbear,7
9318,cudden,6
9319,cuddled,7
9320,cuddling,8
9321,cuddle,6
9322,cuddy,5
9323,cudgel,6
9324,cudgeled,8
9325,cudgelled,9
9326,cudgeling,9
9327,cudgelling,10
9328,cudgeler,8
9329,cudweed,7
9330,cue,3
9331,cuerpo,6
9332,cuffed,6
9333,cuffing,7
9334,cuff,4
9335,cuffy,5
9336,cufic,5
9337,cuinage,7
9338,cuirasses,9
9339,cuirass,7
9340,cuirassed,9
9341,cuirassier,10
9342,cuish,5
9343,cuisine,7
9344,culasse,7
9345,culdee,6
9346,culerage,8
9347,culex,5
9348,culiciform,10
9349,culinarily,10
9350,culinary,8
9351,culled,6
9352,culling,7
9353,cull,4
9354,cullender,9
9355,culler,6
9356,cullet,6
9357,cullibility,11
9358,cullible,8
9359,cullion,7
9360,cullionly,9
9361,cullis,6
9362,cullises,8
9363,culls,5
9364,cullies,7
9365,cully,5
9366,cullyism,8
9367,culm,4
9368,culmen,6
9369,culmiferous,11
9370,culminal,8
9371,culminant,9
9372,culminated,10
9373,culminating,11
9374,culminate,9
9375,culmination,11
9376,culpa,5
9377,culpabilities,13
9378,culpability,11
9379,culpable,8
9380,culpatory,9
9381,culpe,5
9382,culpon,6
9383,culprit,7
9384,culrage,7
9385,cult,4
9386,cultch,6
9387,culter,6
9388,cultirostral,12
9389,cultirostres,12
9390,cultivable,10
9391,cultivatable,12
9392,cultivated,10
9393,cultivating,11
9394,cultivate,9
9395,cultivation,11
9396,cultivator,10
9397,cultrate,8
9398,cultrated,9
9399,cultriform,10
9400,cultrivorous,12
9401,culturable,10
9402,cultural,8
9403,culture,7
9404,cultured,8
9405,culturing,9
9406,cultureless,11
9407,culturist,9
9408,cultuses,8
9409,cultus,6
9410,culver,6
9411,culverhouse,11
9412,culverin,8
9413,culverkey,9
9414,culvert,7
9415,culvertail,10
9416,culvertailed,12
9417,cumacea,7
9418,cumbent,7
9419,cumbered,8
9420,cumbering,9
9421,cumber,6
9422,cumbersome,10
9423,cumbrance,9
9424,cumbrian,8
9425,cumbrous,8
9426,cumene,6
9427,cumfrey,7
9428,cumic,5
9429,cumidine,8
9430,cumin,5
9431,cuminic,7
9432,cuminil,7
9433,cuminol,7
9434,cummin,6
9435,cumshaw,7
9436,cumulated,9
9437,cumulating,10
9438,cumulate,8
9439,cumulation,10
9440,cumulatist,10
9441,cumulative,10
9442,cumulose,8
9443,cumulostratus,13
9444,cumuli,6
9445,cumulus,7
9446,cun,3
9447,cunabula,8
9448,cunctation,10
9449,cunctative,10
9450,cunctator,9
9451,cunctipotent,12
9452,cund,4
9453,cundurango,10
9454,cuneal,6
9455,cuneate,7
9456,cuneated,8
9457,cuneatic,8
9458,cuneiform,9
9459,cuniform,8
9460,cunette,7
9461,cunner,6
9462,cunning,7
9463,cunningly,9
9464,cunningman,10
9465,cunningness,11
9466,cup,3
9467,cupped,6
9468,cupping,7
9469,cupbearer,9
9470,cupboard,8
9471,cupel,5
9472,cupelled,8
9473,cupelling,9
9474,cupellation,11
9475,cupfuls,7
9476,cupful,6
9477,cupid,5
9478,cupidity,8
9479,cupolas,7
9480,cupola,6
9481,cupper,6
9482,cupreous,8
9483,cupric,6
9484,cupriferous,11
9485,cuprite,7
9486,cuproid,7
9487,cuprous,7
9488,cuprum,6
9489,cupulate,8
9490,cupule,6
9491,cupuliferous,12
9492,cur,3
9493,curability,10
9494,curable,7
9495,curacao,7
9496,curacoa,7
9497,curacies,8
9498,curacy,6
9499,curare,6
9500,curari,6
9501,curarine,8
9502,curarize,8
9503,curassow,8
9504,curat,5
9505,curate,6
9506,curateship,10
9507,curation,8
9508,curative,8
9509,curator,7
9510,curatorship,11
9511,curatrix,8
9512,curbed,6
9513,curbing,7
9514,curb,4
9515,curbless,8
9516,curbstone,9
9517,curch,5
9518,curculios,9
9519,curculio,8
9520,curculionidous,14
9521,curcuma,7
9522,curcumin,8
9523,curd,4
9524,curded,6
9525,curding,7
9526,curdiness,9
9527,curdle,6
9528,curdled,7
9529,curdling,8
9530,curdless,8
9531,curdy,5
9532,cure,4
9533,cured,5
9534,curing,6
9535,cureall,7
9536,cureless,8
9537,curer,5
9538,curette,7
9539,curfew,6
9540,curle,5
9541,curia,5
9542,curialism,9
9543,curialist,9
9544,curialistic,11
9545,curiality,9
9546,curiet,6
9547,curios,6
9548,curio,5
9549,curiologic,10
9550,curiosities,11
9551,curiosity,9
9552,curiosos,8
9553,curioso,7
9554,curious,7
9555,curiously,9
9556,curiousness,11
9557,curled,6
9558,curling,7
9559,curl,4
9560,curledness,10
9561,curler,6
9562,curlew,6
9563,curliness,9
9564,curlingly,9
9565,curly,5
9566,curlycue,8
9567,curmudgeon,10
9568,curmudgeonly,12
9569,curmurring,10
9570,curr,4
9571,currant,7
9572,currencies,10
9573,currency,8
9574,current,7
9575,currently,9
9576,currentness,11
9577,curricle,8
9578,curriculums,11
9579,curricula,9
9580,curriculum,10
9581,currie,6
9582,curried,7
9583,currier,7
9584,currish,7
9585,currying,8
9586,curry,5
9587,currycomb,9
9588,cursed,6
9589,curst,5
9590,cursing,7
9591,curse,5
9592,cursedly,8
9593,cursedness,10
9594,curser,6
9595,curship,7
9596,cursitating,11
9597,cursitor,8
9598,cursive,7
9599,cursor,6
9600,cursorary,9
9601,cursores,8
9602,cursorial,9
9603,cursorily,9
9604,cursoriness,11
9605,cursory,7
9606,curstfully,10
9607,curstness,9
9608,curt,4
9609,curtailed,9
9610,curtailing,10
9611,curtail,7
9612,curtailer,9
9613,curtailment,11
9614,curtain,7
9615,curtained,9
9616,curtaining,10
9617,curtal,6
9618,curtelasse,10
9619,curtana,7
9620,curtate,7
9621,curtation,9
9622,curtein,7
9623,curtes,6
9624,curtesies,9
9625,curtesy,7
9626,curtilage,9
9627,curtly,6
9628,curtness,8
9629,curtsy,6
9630,curule,6
9631,cururo,6
9632,curval,6
9633,curvant,7
9634,curvate,7
9635,curvated,8
9636,curvation,9
9637,curvative,9
9638,curvature,9
9639,curve,5
9640,curved,6
9641,curving,7
9642,curvedness,10
9643,curvet,6
9644,curveted,8
9645,curveting,9
9646,curvicaudate,12
9647,curvicostate,12
9648,curvidentate,12
9649,curviform,9
9650,curvilinead,11
9651,curvilineal,11
9652,curvilinear,11
9653,curvilinearity,14
9654,curvilinearly,13
9655,curvinerved,11
9656,curvirostral,12
9657,curvirostres,12
9658,curviserial,11
9659,curvity,7
9660,curvograph,10
9661,cushat,6
9662,cushewbird,10
9663,cushion,7
9664,cushioned,9
9665,cushioning,10
9666,cushionet,9
9667,cushionless,11
9668,cushiony,8
9669,cushite,7
9670,cusk,4
9671,cuskin,6
9672,cusp,4
9673,cusped,6
9674,cusping,7
9675,cuspated,8
9676,cuspid,6
9677,cuspidal,8
9678,cuspidate,9
9679,cuspidated,10
9680,cuspidor,8
9681,cuspis,6
9682,custard,7
9683,custode,7
9684,custodial,9
9685,custodian,9
9686,custodianship,13
9687,custodier,9
9688,custody,7
9689,custom,6
9690,customable,10
9691,customableness,14
9692,customably,10
9693,customarily,11
9694,customariness,13
9695,customary,9
9696,customer,8
9697,customhouse,11
9698,custodes,8
9699,custos,6
9700,custrel,7
9701,custumary,9
9702,cut,3
9703,cutting,7
9704,cutaneous,9
9705,cutaway,7
9706,cutch,5
9707,cutchery,8
9708,cute,4
9709,cuteness,8
9710,cutgrass,8
9711,cuticle,7
9712,cuticular,9
9713,cutin,5
9714,cutinization,12
9715,cutinize,8
9716,cutis,5
9717,cutlasses,9
9718,cutlass,7
9719,cutler,6
9720,cutlery,7
9721,cutlet,6
9722,cutling,7
9723,cutose,6
9724,cutpurse,8
9725,cutter,6
9726,cutthroat,9
9727,cuttingly,9
9728,cuttle,6
9729,cuttlefish,10
9730,cytty,5
9731,cutty,5
9732,cuttystool,10
9733,cutwal,6
9734,cutwater,8
9735,cutwork,7
9736,cutworm,7
9737,cuvette,7
9738,cyamelide,9
9739,cyamellone,10
9740,cyanate,7
9741,cyanaurate,10
9742,cyanean,7
9743,cyanic,6
9744,cyanide,7
9745,cyanin,6
9746,cyanine,7
9747,cyanite,7
9748,cyanogen,8
9749,cyanometer,10
9750,cyanopathy,10
9751,cyanophyll,10
9752,cyanosed,8
9753,cyanosis,8
9754,cyanosite,9
9755,cyanotic,8
9756,cyanotype,9
9757,cyanurate,9
9758,cyanuret,8
9759,cyanuric,8
9760,cyathiform,10
9761,cyatholith,10
9762,cyathophylloid,14
9763,cycad,5
9764,cycadaceous,11
9765,cycas,5
9766,cyclamen,8
9767,cyclamin,8
9768,cyclas,6
9769,cycle,5
9770,cycled,6
9771,cycling,7
9772,cyclic,6
9773,cyclical,8
9774,cyclide,7
9775,cyclist,7
9776,cyclobranchiate,15
9777,cycloganoid,11
9778,cycloganoidei,13
9779,cyclograph,10
9780,cycloid,7
9781,cycloidal,9
9782,cycloidei,9
9783,cycloidian,10
9784,cyclometer,10
9785,cyclometry,10
9786,cyclone,7
9787,cyclonic,8
9788,cyclop,6
9789,cyclopean,9
9790,cyclopedia,10
9791,cyclopaedia,11
9792,cyclopedic,10
9793,cyclopedist,11
9794,cyclopic,8
9795,cyclops,7
9796,cyclorama,9
9797,cycloscope,10
9798,cyclosis,8
9799,cyclostomata,12
9800,cyclostoma,10
9801,cyclostome,10
9802,cyclostomous,12
9803,cyclostomi,10
9804,cyclostylar,11
9805,cyclostyle,10
9806,cyder,5
9807,cydonin,7
9808,cygnet,6
9809,cygnus,6
9810,cylinder,8
9811,cylindraceous,13
9812,cylindric,9
9813,cylindrical,11
9814,cylindrically,13
9815,cylindricity,12
9816,cylindriform,12
9817,cylindroid,10
9818,cylindrometric,14
9819,cyma,4
9820,cymar,5
9821,cymatium,8
9822,cymbal,6
9823,cymbalist,9
9824,cymbiform,9
9825,cymbium,7
9826,cyme,4
9827,cymene,6
9828,cymenol,7
9829,cymidine,8
9830,cymiferous,10
9831,cymling,7
9832,cymbling,8
9833,cymogene,8
9834,cymoid,6
9835,cymophane,9
9836,cymophanous,11
9837,cymose,6
9838,cymous,6
9839,cymric,6
9840,cymry,5
9841,cymule,6
9842,cynanche,8
9843,cynanthropy,11
9844,cynarctomachy,13
9845,cynarrhodium,12
9846,cynegetics,10
9847,cynic,5
9848,cynical,7
9849,cynically,9
9850,cynicalness,11
9851,cynicism,8
9852,cynoidea,8
9853,cynorexia,9
9854,cynosural,9
9855,cynosure,8
9856,cyon,4
9857,cyperaceous,11
9858,cyperus,7
9859,cypher,6
9860,cyphonautes,11
9861,cyphonism,9
9862,cypraea,7
9863,cypres,6
9864,cypresses,9
9865,cypress,7
9866,cyprian,7
9867,cyprine,7
9868,cyprinodont,11
9869,cyprinoid,9
9870,cypriot,7
9871,cypripedium,11
9872,cyprides,8
9873,cypris,6
9874,cyprus,6
9875,cypruslawn,10
9876,cypsela,7
9877,cypseliform,11
9878,cyrenaic,8
9879,cyrenian,8
9880,cyriologic,10
9881,cyrtostyle,10
9882,cyst,4
9883,cysted,6
9884,cystic,6
9885,cysticerce,10
9886,cysticercus,11
9887,cysticule,9
9888,cystid,6
9889,cystidea,8
9890,cystidean,9
9891,cystine,7
9892,cystis,6
9893,cystitis,8
9894,cystocarp,9
9895,cystocele,9
9896,cystoid,7
9897,cystoidean,10
9898,cystoidea,9
9899,cystolith,9
9900,cystolithic,11
9901,cystoplast,10
9902,cystose,7
9903,cystotome,9
9904,cystotomy,9
9905,cytherean,9
9906,cytoblast,9
9907,cytoblastema,12
9908,cytococci,9
9909,cytococcus,10
9910,cytode,6
9911,cytogenesis,11
9912,cytogenic,9
9913,cytogenetic,11
9914,cytogenous,10
9915,cytogeny,8
9916,cytoid,6
9917,cytoplasm,9
9918,cytula,6
9919,czar,4
9920,czarevna,8
9921,czarina,7
9922,czarinian,9
9923,czarish,7
9924,czarowitzes,11
9925,czarowitz,9
9926,czech,5
9927,czechic,7
9928,czechs,6
